source_file,property_number,date,line_item,amount
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Recruiting (5460),6.96
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Recruiting (5460),7.87
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Recruiting (5460),8.66
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Recruiting (5460),3.74
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Recruiting (5460),12.21
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Recruiting (5460),4.08
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Recruiting (5460),2.63
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Employee Relations (5470),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Employee Relations (5470),60.08
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Employee Relations (5470),40
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Employee Relations (5470),121
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Employee Relations (5470),40
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Employee Relations (5470),91.37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Employee Relations (5470),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Employee Relations (5470),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Employee Relations (5470),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Employee Relations (5470),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Employee Relations (5470),54.82
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Employee Relations (5470),312.77
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Employee Relations (5470),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Training (5475),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Training (5475),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Training (5475),13.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Training (5475),41.04
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Training (5475),29.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Training (5475),12.27
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Training (5475),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Training (5475),35.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Training (5475),60.63
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Training (5475),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Training (5475),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Training (5475),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Training (5475),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Business Travel (5490),9.52
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Business Travel (5490),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Business Travel (5490),17.43
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Business Travel (5490),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Business Travel (5490),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Business Travel (5490),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Business Travel (5490),16.94
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Business Travel (5490),15.82
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Business Travel (5490),2.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Business Travel (5490),5.04
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Business Travel (5490),2.52
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Business Travel (5490),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Business Travel (5490),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Computer (5550),515
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Computer (5550),550
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Computer (5550),562.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Office & Employee,646.19
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Office & Employee,756.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Office & Employee,662.26
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Office & Employee,789.44
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Office & Employee,685.57
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Office & Employee,779.52
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Office & Employee,609.34
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Office & Employee,863.09
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Office & Employee,871.71
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Office & Employee,778.37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Office & Employee,642.89
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Office & Employee,1007.03
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Office & Employee,719.46
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Legal & Professional (5440),22.61
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Legal & Professional (5440),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Legal & Professional (5440),21.75
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,"Operational Fees, Licenses & Taxes (5450)",68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,"Operational Fees, Licenses & Taxes (5450)",68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,"Operational Fees, Licenses & Taxes (5450)",398.4
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,"Operational Fees, Licenses & Taxes (5450)",68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,"Operational Fees, Licenses & Taxes (5450)",68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,"Operational Fees, Licenses & Taxes (5450)",68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,"Operational Fees, Licenses & Taxes (5450)",68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,"Operational Fees, Licenses & Taxes (5450)",68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,"Operational Fees, Licenses & Taxes (5450)",68.86
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,"Operational Fees, Licenses & Taxes (5450)",68.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,"Operational Fees, Licenses & Taxes (5450)",63.38
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,"Operational Fees, Licenses & Taxes (5450)",214.38
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,"Operational Fees, Licenses & Taxes (5450)",80.86
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Credit Card Merchant Fees (5435),1435.81
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Credit Card Merchant Fees (5435),1299.76
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Credit Card Merchant Fees (5435),1656.23
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Credit Card Merchant Fees (5435),1377.28
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Credit Card Merchant Fees (5435),1534.03
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Credit Card Merchant Fees (5435),1542.42
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Credit Card Merchant Fees (5435),1922.07
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Credit Card Merchant Fees (5435),1762.14
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Credit Card Merchant Fees (5435),1560.54
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Credit Card Merchant Fees (5435),1765.05
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Credit Card Merchant Fees (5435),1634.02
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Credit Card Merchant Fees (5435),1770.11
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Credit Card Merchant Fees (5435),1987.96
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Administrative,1503.81
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Administrative,1367.76
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Administrative,2054.63
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Administrative,1467.89
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Administrative,1602.03
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Administrative,1610.42
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Administrative,1990.07
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Administrative,1830.14
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Administrative,1629.4
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Administrative,1833.95
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Administrative,1697.4
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Administrative,1984.49
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Administrative,2090.57
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Repairs & Maintenance (5600),180
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Repairs & Maintenance (5600),24.28
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Repairs & Maintenance (5600),1242.13
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Repairs & Maintenance (5600),2058.76
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Repairs & Maintenance (5600),39.99
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Repairs & Maintenance (5600),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Repairs & Maintenance (5600),275.78
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Repairs & Maintenance (5600),644.58
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Repairs & Maintenance (5600),51.28
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Repairs & Maintenance (5600),121.25
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Repairs & Maintenance (5600),513.68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Repairs & Maintenance (5600),474.61
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Repairs & Maintenance (5600),55.04
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Lighting / Electrical (5605),165
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Unit Doors (5615),23220.56
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Unit Doors (5615),1335.04
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Landscaping Maintenance (5620),1350
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Landscaping Maintenance (5620),22.68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Landscaping Maintenance (5620),2065
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Landscaping Maintenance (5620),1130
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Snow Removal (5630),24.57
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Pest Control (5640),104.13
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Pest Control (5640),109.2
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Pest Control (5640),606.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Pest Control (5640),124.07
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Pest Control (5640),138.7
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Elevator Maintenance (5650),1620
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Elevator Maintenance (5650),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Elevator Maintenance (5650),1500
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Elevator Maintenance (5650),329.47
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Elevator Maintenance (5650),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Elevator Maintenance (5650),1500
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Elevator Maintenance (5650),120
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Elevator Maintenance (5650),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Elevator Maintenance (5650),2292.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Elevator Maintenance (5650),84
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Elevator Maintenance (5650),84
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Elevator Maintenance (5650),1586.54
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Elevator Maintenance (5650),206.52
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,HVAC Repairs (5655),196.22
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,HVAC Repairs (5655),127.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,HVAC Repairs (5655),555
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Security System (5660),676.6
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Security System (5660),33.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Security System (5660),33.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Security System (5660),33.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Gate & Fence (5665),520
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Fire Prevention (5670),576
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Fire Prevention (5670),375
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Fire Prevention (5670),205
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Fire Prevention (5670),0
